# Root UV coordinates (u, v)
2085: (1.0, 3.53461012561256)
2086: (0.6666666666666666, 3.53461012561256)
2087: (-1.1102230246251565e-16, 1.9430606946936035)
2088: (0.33333333333333326, 1.9430606946936035)
2089: (0.33333333333333326, 3.53461012561256)
2090: (-1.1102230246251565e-16, 3.53461012561256)
2091: (0.3333333333333333, 3.53461012561256)
2092: (0.6666666666666666, 3.53461012561256)
2093: (0.6666666666666666, 5.126159556531514)
2094: (0.3333333333333333, 5.126159556531514)
2095: (0.6666666666666666, 3.53461012561256)
2096: (1.0, 3.53461012561256)
2097: (1.0, 5.126159556531514)
2098: (0.6666666666666666, 5.126159556531514)
2099: (-1.1102230246251565e-16, 3.53461012561256)
2100: (0.33333333333333326, 3.53461012561256)
2101: (0.33333333333333326, 5.126159556531514)
2102: (-1.1102230246251565e-16, 5.126159556531514)
2103: (0.2500000000000001, 0.9330127018922194)
2104: (1.0, 0.5)
2105: (0.5, 0.5)
2106: (0.24999999999999978, 0.06698729810778076)
2107: (0.2500000000000001, 0.9330127018922194)
2108: (0.5, 0.5)
2109: (1.0, 0.5)
2110: (0.24999999999999978, 0.06698729810778076)
2111: (0.5, 0.5)
2112: (0.5, 0.5)
2113: (0.5, 0.5)
2114: (0.5, 0.5)
2115: (0.5, 0.5)
2116: (0.5, 0.5)
2117: (0.5, 0.5)
2118: (0.5, 0.5)
2119: (0.5, 0.5)
2120: (0.5, 0.5)
2121: (0.5, 0.0)
2122: (0.75, 0.0)
2123: (0.5454545454545454, 25.502691909518582)
2124: (0.2727272727272727, 25.502691909518582)
2125: (0.75, 0.0)
2126: (1.0, 0.0)
2127: (0.8181818181818181, 25.502691909518582)
2128: (0.5454545454545454, 25.502691909518582)
2129: (1.0, 0.0)
2130: (1.25, 0.0)
2131: (1.0909090909090908, 25.502691909518582)
2132: (0.8181818181818181, 25.502691909518582)
2133: (1.25, 0.0)
2134: (1.5, 0.0)
2135: (1.3636363636363638, 25.502691909518582)
2136: (1.0909090909090908, 25.502691909518582)
2137: (1.5, 0.0)
2138: (1.7499999999999998, 0.0)
2139: (1.6363636363636362, 25.502691909518582)
2140: (1.3636363636363638, 25.502691909518582)
2141: (1.7499999999999998, 0.0)
2142: (2.0, 0.0)
2143: (1.9090909090909092, 25.502691909518582)
2144: (1.6363636363636362, 25.502691909518582)
2145: (2.0, 0.0)
2146: (2.25, 0.0)
2147: (2.1818181818181817, 25.502691909518582)
2148: (1.9090909090909092, 25.502691909518582)
2149: (2.25, 0.0)
2150: (2.5, 0.0)
2151: (2.4545454545454546, 25.502691909518582)
2152: (2.1818181818181817, 25.502691909518582)
2153: (2.5, 0.0)
2154: (2.75, 0.0)
2155: (2.7272727272727275, 25.502691909518582)
2156: (2.4545454545454546, 25.502691909518582)
2157: (2.75, 0.0)
2158: (3.0, 0.0)
2159: (3.0, 25.502691909518582)
2160: (2.7272727272727275, 25.502691909518582)
2161: (0.25, 0.0)
2162: (0.5, 0.0)
2163: (0.2727272727272725, 25.502691909518582)
2164: (0.0, 25.502691909518582)
2165: (0.0, 0.0)
2166: (0.25, 0.0)
2167: (0.0, 25.502691909518582)
2168: (0.5454545454545454, 25.502691909518582)
2169: (0.8181818181818181, 25.502691909518582)
2170: (0.6000000000000001, 29.848991588571185)
2171: (0.30000000000000004, 29.848991588571185)
2172: (0.8181818181818181, 25.502691909518582)
2173: (1.0909090909090908, 25.502691909518582)
2174: (0.9000000000000001, 29.848991588571185)
2175: (0.6000000000000001, 29.848991588571185)
2176: (1.0909090909090908, 25.502691909518582)
2177: (1.3636363636363638, 25.502691909518582)
2178: (1.2000000000000002, 29.848991588571185)
2179: (0.9000000000000001, 29.848991588571185)
2180: (1.3636363636363638, 25.502691909518582)
2181: (1.6363636363636362, 25.502691909518582)
2182: (1.5, 29.848991588571185)
2183: (1.2000000000000002, 29.848991588571185)
2184: (1.6363636363636362, 25.502691909518582)
2185: (1.9090909090909092, 25.502691909518582)
2186: (1.8000000000000003, 29.848991588571185)
2187: (1.5, 29.848991588571185)
2188: (1.9090909090909092, 25.502691909518582)
2189: (2.1818181818181817, 25.502691909518582)
2190: (2.1, 29.848991588571185)
2191: (1.8000000000000003, 29.848991588571185)
2192: (2.1818181818181817, 25.502691909518582)
2193: (2.4545454545454546, 25.502691909518582)
2194: (2.4000000000000004, 29.848991588571185)
2195: (2.1, 29.848991588571185)
2196: (2.4545454545454546, 25.502691909518582)
2197: (2.7272727272727275, 25.502691909518582)
2198: (2.7, 29.848991588571185)
2199: (2.4000000000000004, 29.848991588571185)
2200: (2.7272727272727275, 25.502691909518582)
2201: (3.0, 25.502691909518582)
2202: (3.0, 29.848991588571185)
2203: (2.7, 29.848991588571185)
2204: (0.2727272727272725, 25.502691909518582)
2205: (0.545454545454545, 25.502691909518582)
2206: (0.2999999999999998, 29.848991588571185)
2207: (0.0, 29.848991588571185)
2208: (-4.440892098500626e-16, 25.502691909518582)
2209: (0.2727272727272725, 25.502691909518582)
2210: (0.0, 29.848991588571185)
2211: (0.6000000000000001, 29.848991588571185)
2212: (0.9000000000000001, 29.848991588571185)
2213: (0.6666666666666666, 30.72929830767126)
2214: (0.3333333333333333, 30.72929830767126)
2215: (0.9000000000000001, 29.848991588571185)
2216: (1.2000000000000002, 29.848991588571185)
2217: (1.0, 30.72929830767126)
2218: (0.6666666666666666, 30.72929830767126)
2219: (1.2000000000000002, 29.848991588571185)
2220: (1.5, 29.848991588571185)
2221: (1.3333333333333333, 30.72929830767126)
2222: (1.0, 30.72929830767126)
2223: (1.5, 29.848991588571185)
2224: (1.8000000000000003, 29.848991588571185)
2225: (1.6666666666666667, 30.72929830767126)
2226: (1.3333333333333333, 30.72929830767126)
2227: (1.8000000000000003, 29.848991588571185)
2228: (2.1, 29.848991588571185)
2229: (2.0, 30.72929830767126)
2230: (1.6666666666666667, 30.72929830767126)
2231: (2.1, 29.848991588571185)
2232: (2.4000000000000004, 29.848991588571185)
2233: (2.333333333333333, 30.72929830767126)
2234: (2.0, 30.72929830767126)
2235: (2.4000000000000004, 29.848991588571185)
2236: (2.7, 29.848991588571185)
2237: (2.6666666666666665, 30.72929830767126)
2238: (2.333333333333333, 30.72929830767126)
2239: (2.7, 29.848991588571185)
2240: (3.0, 29.848991588571185)
2241: (3.0, 30.72929830767126)
2242: (2.6666666666666665, 30.72929830767126)
2243: (0.2999999999999998, 29.848991588571185)
2244: (0.5999999999999996, 29.848991588571185)
2245: (0.3333333333333335, 30.72929830767126)
2246: (0.0, 30.72929830767126)
2247: (0.0, 29.848991588571185)
2248: (0.2999999999999998, 29.848991588571185)
2249: (0.0, 30.72929830767126)
2250: (0.6666666666666666, 30.72929830767126)
2251: (1.0, 30.72929830767126)
2252: (0.75, 35.50394660042812)
2253: (0.375, 35.50394660042812)
2254: (1.0, 30.72929830767126)
2255: (1.3333333333333333, 30.72929830767126)
2256: (1.125, 35.50394660042812)
2257: (0.75, 35.50394660042812)
2258: (1.3333333333333333, 30.72929830767126)
2259: (1.6666666666666667, 30.72929830767126)
2260: (1.5, 35.50394660042812)
2261: (1.125, 35.50394660042812)
2262: (1.6666666666666667, 30.72929830767126)
2263: (2.0, 30.72929830767126)
2264: (1.875, 35.50394660042812)
2265: (1.5, 35.50394660042812)
2266: (2.0, 30.72929830767126)
2267: (2.333333333333333, 30.72929830767126)
2268: (2.25, 35.50394660042812)
2269: (1.875, 35.50394660042812)
2270: (2.333333333333333, 30.72929830767126)
2271: (2.6666666666666665, 30.72929830767126)
2272: (2.625, 35.50394660042812)
2273: (2.25, 35.50394660042812)
2274: (2.6666666666666665, 30.72929830767126)
2275: (3.0, 30.72929830767126)
2276: (3.0, 35.50394660042812)
2277: (2.625, 35.50394660042812)
2278: (0.3333333333333335, 30.72929830767126)
2279: (0.666666666666667, 30.72929830767126)
2280: (0.375, 35.50394660042812)
2281: (0.0, 35.50394660042812)
2282: (0.0, 30.72929830767126)
2283: (0.3333333333333335, 30.72929830767126)
2284: (0.0, 35.50394660042812)
2285: (0.75, 35.50394660042812)
2286: (1.125, 35.50394660042812)
2287: (0.8571428571428571, 40.27859489318498)
2288: (0.42857142857142855, 40.27859489318498)
2289: (1.125, 35.50394660042812)
2290: (1.5, 35.50394660042812)
2291: (1.2857142857142856, 40.27859489318498)
2292: (0.8571428571428571, 40.27859489318498)
2293: (1.5, 35.50394660042812)
2294: (1.875, 35.50394660042812)
2295: (1.7142857142857142, 40.27859489318498)
2296: (1.2857142857142856, 40.27859489318498)
2297: (1.875, 35.50394660042812)
2298: (2.25, 35.50394660042812)
2299: (2.1428571428571423, 40.27859489318498)
2300: (1.7142857142857142, 40.27859489318498)
2301: (2.25, 35.50394660042812)
2302: (2.625, 35.50394660042812)
2303: (2.571428571428571, 40.27859489318498)
2304: (2.1428571428571423, 40.27859489318498)
2305: (2.625, 35.50394660042812)
2306: (3.0, 35.50394660042812)
2307: (3.0, 40.27859489318498)
2308: (2.571428571428571, 40.27859489318498)
2309: (0.375, 35.50394660042812)
2310: (0.75, 35.50394660042812)
2311: (0.4285714285714284, 40.27859489318498)
2312: (-4.440892098500626e-16, 40.27859489318498)
2313: (0.0, 35.50394660042812)
2314: (0.375, 35.50394660042812)
2315: (-4.440892098500626e-16, 40.27859489318498)
2316: (0.8571428571428571, 40.27859489318498)
2317: (1.2857142857142856, 40.27859489318498)
2318: (1.0, 45.05324318594184)
2319: (0.5, 45.05324318594184)
2320: (1.2857142857142856, 40.27859489318498)
2321: (1.7142857142857142, 40.27859489318498)
2322: (1.5, 45.05324318594184)
2323: (1.0, 45.05324318594184)
2324: (1.7142857142857142, 40.27859489318498)
2325: (2.1428571428571423, 40.27859489318498)
2326: (2.0, 45.05324318594184)
2327: (1.5, 45.05324318594184)
2328: (2.1428571428571423, 40.27859489318498)
2329: (2.571428571428571, 40.27859489318498)
2330: (2.5, 45.05324318594184)
2331: (2.0, 45.05324318594184)
2332: (2.571428571428571, 40.27859489318498)
2333: (3.0, 40.27859489318498)
2334: (3.0, 45.05324318594184)
2335: (2.5, 45.05324318594184)
2336: (0.42857142857142794, 40.27859489318498)
2337: (0.8571428571428568, 40.27859489318498)
2338: (0.5, 45.05324318594184)
2339: (0.0, 45.05324318594184)
2340: (-4.440892098500626e-16, 40.27859489318498)
2341: (0.4285714285714284, 40.27859489318498)
2342: (0.0, 45.05324318594184)
2343: (1.0, 45.05324318594184)
2344: (1.5, 45.05324318594184)
2345: (1.2000000000000002, 49.827891478698675)
2346: (0.6000000000000001, 49.827891478698675)
2347: (1.5, 45.05324318594184)
2348: (2.0, 45.05324318594184)
2349: (1.8000000000000003, 49.827891478698675)
2350: (1.2000000000000002, 49.827891478698675)
2351: (2.0, 45.05324318594184)
2352: (2.5, 45.05324318594184)
2353: (2.4000000000000004, 49.827891478698675)
2354: (1.8000000000000003, 49.827891478698675)
2355: (2.5, 45.05324318594184)
2356: (3.0, 45.05324318594184)
2357: (3.0, 49.827891478698675)
2358: (2.4000000000000004, 49.827891478698675)
2359: (0.5, 45.05324318594184)
2360: (1.0, 45.05324318594184)
2361: (0.6000000000000001, 49.827891478698675)
2362: (4.440892098500626e-16, 49.827891478698675)
2363: (0.0, 45.05324318594184)
2364: (0.5, 45.05324318594184)
2365: (4.440892098500626e-16, 49.827891478698675)
2366: (1.2000000000000002, 49.827891478698675)
2367: (1.8000000000000003, 49.827891478698675)
2368: (1.5, 54.60253977145553)
2369: (0.75, 54.60253977145553)
2370: (1.8000000000000003, 49.827891478698675)
2371: (2.4000000000000004, 49.827891478698675)
2372: (2.25, 54.60253977145553)
2373: (1.5, 54.60253977145553)
2374: (2.4000000000000004, 49.827891478698675)
2375: (3.0, 49.827891478698675)
2376: (3.0, 54.60253977145553)
2377: (2.25, 54.60253977145553)
2378: (0.6000000000000005, 49.827891478698675)
2379: (1.2000000000000002, 49.827891478698675)
2380: (0.75, 54.60253977145553)
2381: (0.0, 54.60253977145553)
2382: (4.440892098500626e-16, 49.827891478698675)
2383: (0.6000000000000001, 49.827891478698675)
2384: (0.0, 54.60253977145553)
2385: (1.5, 54.60253977145553)
2386: (2.25, 54.60253977145553)
2387: (2.0, 59.377188064212405)
2388: (1.0, 59.377188064212405)
2389: (2.25, 54.60253977145553)
2390: (3.0, 54.60253977145553)
2391: (3.0, 59.377188064212405)
2392: (2.0, 59.377188064212405)
2393: (0.75, 54.60253977145553)
2394: (1.5, 54.60253977145553)
2395: (1.0, 59.377188064212405)
2396: (0.0, 59.377188064212405)
2397: (0.0, 54.60253977145553)
2398: (0.75, 54.60253977145553)
2399: (0.0, 59.377188064212405)
2400: (1.0, 59.377188064212405)
2401: (2.0, 59.377188064212405)
2402: (2.0, 64.15183635696926)
2403: (1.0, 64.15183635696926)
2404: (2.0, 59.377188064212405)
2405: (3.0, 59.377188064212405)
2406: (3.0, 64.15183635696926)
2407: (2.0, 64.15183635696926)
2408: (0.0, 59.377188064212405)
2409: (1.0, 59.377188064212405)
2410: (1.0, 64.15183635696926)
2411: (0.0, 64.15183635696926)
2412: (1.0, 64.15183635696926)
2413: (2.0, 64.15183635696926)
2414: (2.0, 68.9264846497261)
2415: (1.0, 68.9264846497261)
2416: (2.0, 64.15183635696926)
2417: (3.0, 64.15183635696926)
2418: (3.0, 68.9264846497261)
2419: (2.0, 68.9264846497261)
2420: (0.0, 64.15183635696926)
2421: (1.0, 64.15183635696926)
2422: (1.0, 68.9264846497261)
2423: (0.0, 68.9264846497261)
2424: (0.2500000000000001, 0.9330127018922194)
2425: (1.0, 0.5)
2426: (0.5, 0.5)
2427: (0.24999999999999978, 0.06698729810778076)
2428: (0.2500000000000001, 0.9330127018922194)
2429: (0.5, 0.5)
2430: (1.0, 0.5)
2431: (0.24999999999999978, 0.06698729810778076)
2432: (0.5, 0.5)
2433: (0.5, 0.5)
2434: (0.5, 0.5)
2435: (0.5, 0.5)
2436: (0.5, 0.5)
2437: (0.5, 0.5)
2438: (0.5, 0.5)
2439: (0.5, 0.5)
2440: (0.5, 0.5)
2441: (0.5, 0.5)
2442: (0.5, 0.5)
2443: (0.5, 0.5)
2444: (0.5, 0.5)
2445: (0.5, 0.5)
2446: (0.5, 0.5)
2447: (0.5, 0.5)
2448: (0.5, 0.5)
2449: (0.5, 0.5)
2450: (0.5, 0.5)
2451: (0.3333333333333333, 0.0)
2452: (0.6666666666666666, 0.0)
2453: (0.6666666666666666, 0.7580124947218508)
2454: (0.3333333333333333, 0.7580124947218508)
2455: (0.6666666666666666, 0.0)
2456: (1.0, 0.0)
2457: (1.0, 0.7580124947218508)
2458: (0.6666666666666666, 0.7580124947218508)
2459: (-1.1102230246251565e-16, 0.0)
2460: (0.33333333333333326, 0.0)
2461: (0.33333333333333326, 0.7580124947218508)
2462: (-1.1102230246251565e-16, 0.7580124947218508)
2463: (0.3333333333333333, 0.7580124947218508)
2464: (0.6666666666666666, 0.7580124947218508)
2465: (0.6666666666666666, 1.3356622919519237)
2466: (0.3333333333333333, 1.3356622919519237)
2467: (0.6666666666666666, 0.7580124947218508)
2468: (1.0, 0.7580124947218508)
2469: (1.0, 1.3356622919519237)
2470: (0.6666666666666666, 1.3356622919519237)
2471: (-1.1102230246251565e-16, 0.7580124947218508)
2472: (0.33333333333333326, 0.7580124947218508)
2473: (0.33333333333333326, 1.3356622919519237)
2474: (-1.1102230246251565e-16, 1.3356622919519237)
2475: (0.3333333333333333, 1.3356622919519237)
2476: (0.6666666666666666, 1.3356622919519237)
2477: (0.6666666666666666, 2.102765919865875)
2478: (0.3333333333333333, 2.102765919865875)
2479: (0.6666666666666666, 1.3356622919519237)
2480: (1.0, 1.3356622919519237)
2481: (1.0, 2.102765919865875)
2482: (0.6666666666666666, 2.102765919865875)
2483: (-1.1102230246251565e-16, 1.3356622919519237)
2484: (0.33333333333333326, 1.3356622919519237)
2485: (0.33333333333333326, 2.102765919865875)
2486: (-1.1102230246251565e-16, 2.102765919865875)
2487: (0.3333333333333333, 2.102765919865875)
2488: (0.6666666666666666, 2.102765919865875)
2489: (0.6666666666666666, 3.6943153507848328)
2490: (0.3333333333333333, 3.6943153507848328)
2491: (0.6666666666666666, 2.102765919865875)
2492: (1.0, 2.102765919865875)
2493: (1.0, 3.6943153507848328)
2494: (0.6666666666666666, 3.6943153507848328)
2495: (-1.1102230246251565e-16, 2.102765919865875)
2496: (0.33333333333333326, 2.102765919865875)
2497: (0.33333333333333326, 3.6943153507848328)
2498: (-1.1102230246251565e-16, 3.6943153507848328)
2499: (0.3333333333333333, 3.6943153507848328)
2500: (0.6666666666666666, 3.6943153507848328)
2501: (0.6666666666666666, 5.285864781703783)
2502: (0.3333333333333333, 5.285864781703783)
2503: (0.6666666666666666, 3.6943153507848328)
2504: (1.0, 3.6943153507848328)
2505: (1.0, 5.285864781703783)
2506: (0.6666666666666666, 5.285864781703783)
2507: (-1.1102230246251565e-16, 3.6943153507848328)
2508: (0.33333333333333326, 3.6943153507848328)
2509: (0.33333333333333326, 5.285864781703783)
2510: (-1.1102230246251565e-16, 5.285864781703783)
2511: (0.3333333333333333, 5.285864781703783)
2512: (0.6666666666666666, 5.285864781703783)
2513: (0.6666666666666666, 6.877414212622737)
2514: (0.3333333333333333, 6.877414212622737)
2515: (0.6666666666666666, 5.285864781703783)
2516: (1.0, 5.285864781703783)
2517: (1.0, 6.877414212622737)
2518: (0.6666666666666666, 6.877414212622737)
2519: (-1.1102230246251565e-16, 5.285864781703783)
2520: (0.33333333333333326, 5.285864781703783)
2521: (0.33333333333333326, 6.877414212622737)
2522: (-1.1102230246251565e-16, 6.877414212622737)
2523: (0.3333333333333333, 6.877414212622737)
2524: (0.6666666666666666, 6.877414212622737)
2525: (0.6666666666666666, 8.468963643541695)
2526: (0.3333333333333333, 8.468963643541695)
2527: (0.6666666666666666, 6.877414212622737)
2528: (1.0, 6.877414212622737)
2529: (1.0, 8.468963643541695)
2530: (0.6666666666666666, 8.468963643541695)
2531: (-1.1102230246251565e-16, 6.877414212622737)
2532: (0.33333333333333326, 6.877414212622737)
2533: (0.33333333333333326, 8.468963643541695)
2534: (-1.1102230246251565e-16, 8.468963643541695)
2535: (0.2500000000000001, 0.9330127018922194)
2536: (1.0, 0.5)
2537: (0.5, 0.5)
2538: (0.24999999999999978, 0.06698729810778076)
2539: (0.2500000000000001, 0.9330127018922194)
2540: (0.5, 0.5)
2541: (1.0, 0.5)
2542: (0.24999999999999978, 0.06698729810778076)
2543: (0.5, 0.5)
2544: (0.5, 0.5)
2545: (0.5, 0.5)
2546: (0.5, 0.5)
2547: (0.5, 0.5)
2548: (0.5, 0.5)
2549: (0.5, 0.5)
2550: (0.5, 0.5)
2551: (0.5, 0.5)
2552: (0.5, 0.5)
2553: (0.5, 0.5)
2554: (0.5, 0.5)
2555: (0.5, 0.5)
2556: (0.3333333333333333, 0.0)
2557: (0.6666666666666666, 0.0)
2558: (0.6666666666666666, 0.7127011230342347)
2559: (0.3333333333333333, 0.7127011230342347)
2560: (0.6666666666666666, 0.0)
2561: (1.0, 0.0)
2562: (1.0, 0.7127011230342347)
2563: (0.6666666666666666, 0.7127011230342347)
2564: (-1.1102230246251565e-16, 0.0)
2565: (0.33333333333333326, 0.0)
2566: (0.33333333333333326, 0.7127011230342347)
2567: (-1.1102230246251565e-16, 0.7127011230342347)
2568: (0.3333333333333333, 0.7127011230342347)
2569: (0.6666666666666666, 0.7127011230342347)
2570: (0.6666666666666666, 1.204221044604779)
2571: (0.3333333333333333, 1.204221044604779)
2572: (0.6666666666666666, 0.7127011230342347)
2573: (1.0, 0.7127011230342347)
2574: (1.0, 1.204221044604779)
2575: (0.6666666666666666, 1.204221044604779)
2576: (-1.1102230246251565e-16, 0.7127011230342347)
2577: (0.33333333333333326, 0.7127011230342347)
2578: (0.33333333333333326, 1.204221044604779)
2579: (-1.1102230246251565e-16, 1.204221044604779)
2580: (0.3333333333333333, 1.204221044604779)
2581: (0.6666666666666666, 1.204221044604779)
2582: (0.6666666666666666, 1.9999957600642608)
2583: (0.3333333333333333, 1.9999957600642608)
2584: (0.6666666666666666, 1.204221044604779)
2585: (1.0, 1.204221044604779)
2586: (1.0, 1.9999957600642608)
2587: (0.6666666666666666, 1.9999957600642608)
2588: (-1.1102230246251565e-16, 1.204221044604779)
2589: (0.33333333333333326, 1.204221044604779)
2590: (0.33333333333333326, 1.9999957600642608)
2591: (-1.1102230246251565e-16, 1.9999957600642608)
2592: (0.2500000000000001, 0.9330127018922194)
2593: (1.0, 0.5)
2594: (0.5, 0.5)
2595: (0.24999999999999978, 0.06698729810778076)
2596: (0.2500000000000001, 0.9330127018922194)
2597: (0.5, 0.5)
2598: (1.0, 0.5)
2599: (0.24999999999999978, 0.06698729810778076)
2600: (0.5, 0.5)
2601: (0.5, 0.5)
2602: (0.5, 0.5)
2603: (0.5, 0.5)
2604: (0.3333333333333333, 0.0)
2605: (0.6666666666666666, 0.0)
2606: (0.6666666666666666, 0.6561864648600129)
2607: (0.3333333333333333, 0.6561864648600129)
2608: (0.6666666666666666, 0.0)
2609: (1.0, 0.0)
2610: (1.0, 0.6561864648600129)
2611: (0.6666666666666666, 0.6561864648600129)
2612: (-1.1102230246251565e-16, 0.0)
2613: (0.33333333333333326, 0.0)
2614: (0.33333333333333326, 0.6561864648600129)
2615: (-1.1102230246251565e-16, 0.6561864648600129)
2616: (0.3333333333333333, 0.6561864648600129)
2617: (0.6666666666666666, 0.6561864648600129)
2618: (0.6666666666666666, 1.263615887681345)
2619: (0.3333333333333333, 1.263615887681345)
2620: (0.6666666666666666, 0.6561864648600129)
2621: (1.0, 0.6561864648600129)
2622: (1.0, 1.263615887681345)
2623: (0.6666666666666666, 1.263615887681345)
2624: (-1.1102230246251565e-16, 0.6561864648600129)
2625: (0.33333333333333326, 0.6561864648600129)
2626: (0.33333333333333326, 1.263615887681345)
2627: (-1.1102230246251565e-16, 1.263615887681345)
2628: (0.3333333333333333, 1.263615887681345)
2629: (0.6666666666666666, 1.263615887681345)
2630: (0.6666666666666666, 1.9861634208676362)
2631: (0.3333333333333333, 1.9861634208676362)
2632: (0.6666666666666666, 1.263615887681345)
2633: (1.0, 1.263615887681345)
2634: (1.0, 1.9861634208676362)
2635: (0.6666666666666666, 1.9861634208676362)
2636: (-1.1102230246251565e-16, 1.263615887681345)
2637: (0.33333333333333326, 1.263615887681345)
2638: (0.33333333333333326, 1.9861634208676362)
2639: (-1.1102230246251565e-16, 1.9861634208676362)
2640: (0.3333333333333333, 1.9861634208676362)
2641: (0.6666666666666666, 1.9861634208676362)
2642: (0.6666666666666666, 3.577712851786588)
2643: (0.3333333333333333, 3.577712851786588)
2644: (0.6666666666666666, 1.9861634208676362)
2645: (1.0, 1.9861634208676362)
2646: (1.0, 3.577712851786588)
2647: (0.6666666666666666, 3.577712851786588)
2648: (-1.1102230246251565e-16, 1.9861634208676362)
2649: (0.33333333333333326, 1.9861634208676362)
2650: (0.33333333333333326, 3.577712851786588)
2651: (-1.1102230246251565e-16, 3.577712851786588)
2652: (0.3333333333333333, 3.577712851786588)
2653: (0.6666666666666666, 3.577712851786588)
2654: (0.6666666666666666, 5.169262282705541)
2655: (0.3333333333333333, 5.169262282705541)
2656: (0.6666666666666666, 3.577712851786588)
2657: (1.0, 3.577712851786588)
2658: (1.0, 5.169262282705541)
2659: (0.6666666666666666, 5.169262282705541)
2660: (-1.1102230246251565e-16, 3.577712851786588)
2661: (0.33333333333333326, 3.577712851786588)
2662: (0.33333333333333326, 5.169262282705541)
2663: (-1.1102230246251565e-16, 5.169262282705541)
2664: (0.2500000000000001, 0.9330127018922194)
2665: (1.0, 0.5)
2666: (0.5, 0.5)
2667: (0.24999999999999978, 0.06698729810778076)
2668: (0.2500000000000001, 0.9330127018922194)
2669: (0.5, 0.5)
2670: (1.0, 0.5)
2671: (0.24999999999999978, 0.06698729810778076)
2672: (0.5, 0.5)
2673: (0.5, 0.5)
2674: (0.5, 0.5)
2675: (0.5, 0.5)
2676: (0.5, 0.5)
2677: (0.5, 0.5)
2678: (0.5, 0.5)
2679: (0.5, 0.5)
2680: (0.5, 0.5)
2681: (0.5, 0.5)
2682: (0.3333333333333333, 0.0)
2683: (0.6666666666666666, 0.0)
2684: (0.6666666666666666, 0.6735920701614143)
2685: (0.3333333333333333, 0.6735920701614143)
2686: (0.6666666666666666, 0.0)
2687: (1.0, 0.0)
2688: (1.0, 0.6735920701614143)
2689: (0.6666666666666666, 0.6735920701614143)
2690: (-1.1102230246251565e-16, 0.0)
2691: (0.33333333333333326, 0.0)
2692: (0.33333333333333326, 0.6735920701614143)
2693: (-1.1102230246251565e-16, 0.6735920701614143)
2694: (0.3333333333333333, 0.6735920701614143)
2695: (0.6666666666666666, 0.6735920701614143)
2696: (0.6666666666666666, 1.3614893024219419)
2697: (0.3333333333333333, 1.3614893024219419)
2698: (0.6666666666666666, 0.6735920701614143)
2699: (1.0, 0.6735920701614143)
2700: (1.0, 1.3614893024219419)
2701: (0.6666666666666666, 1.3614893024219419)
2702: (-1.1102230246251565e-16, 0.6735920701614143)
2703: (0.33333333333333326, 0.6735920701614143)
2704: (0.33333333333333326, 1.3614893024219419)
2705: (-1.1102230246251565e-16, 1.3614893024219419)
2706: (0.3333333333333333, 1.3614893024219419)
2707: (0.6666666666666666, 1.3614893024219419)
2708: (0.6666666666666666, 2.0448431630309294)
2709: (0.3333333333333333, 2.0448431630309294)
2710: (0.6666666666666666, 1.3614893024219419)
2711: (1.0, 1.3614893024219419)
2712: (1.0, 2.0448431630309294)
2713: (0.6666666666666666, 2.0448431630309294)
2714: (-1.1102230246251565e-16, 1.3614893024219419)
2715: (0.33333333333333326, 1.3614893024219419)
2716: (0.33333333333333326, 2.0448431630309294)
2717: (-1.1102230246251565e-16, 2.0448431630309294)
2718: (0.3333333333333333, 2.0448431630309294)
2719: (0.6666666666666666, 2.0448431630309294)
2720: (0.6666666666666666, 3.636392593949879)
2721: (0.3333333333333333, 3.636392593949879)
2722: (0.6666666666666666, 2.0448431630309294)
2723: (1.0, 2.0448431630309294)
2724: (1.0, 3.636392593949879)
2725: (0.6666666666666666, 3.636392593949879)
2726: (-1.1102230246251565e-16, 2.0448431630309294)
2727: (0.33333333333333326, 2.0448431630309294)
2728: (0.33333333333333326, 3.636392593949879)
2729: (-1.1102230246251565e-16, 3.636392593949879)
2730: (0.3333333333333333, 3.636392593949879)
2731: (0.6666666666666666, 3.636392593949879)
2732: (0.6666666666666666, 5.22794202486883)
2733: (0.3333333333333333, 5.22794202486883)
2734: (0.6666666666666666, 3.636392593949879)
2735: (1.0, 3.636392593949879)
2736: (1.0, 5.22794202486883)
2737: (0.6666666666666666, 5.22794202486883)
2738: (-1.1102230246251565e-16, 3.636392593949879)
2739: (0.33333333333333326, 3.636392593949879)
2740: (0.33333333333333326, 5.22794202486883)
2741: (-1.1102230246251565e-16, 5.22794202486883)
2742: (0.3333333333333333, 5.22794202486883)
2743: (0.6666666666666666, 5.22794202486883)
2744: (0.6666666666666666, 6.819491455787778)
2745: (0.3333333333333333, 6.819491455787778)
2746: (0.6666666666666666, 5.22794202486883)
2747: (1.0, 5.22794202486883)
2748: (1.0, 6.819491455787778)
2749: (0.6666666666666666, 6.819491455787778)
2750: (-1.1102230246251565e-16, 5.22794202486883)
2751: (0.33333333333333326, 5.22794202486883)
2752: (0.33333333333333326, 6.819491455787778)
2753: (-1.1102230246251565e-16, 6.819491455787778)
2754: (0.3333333333333333, 6.819491455787778)
2755: (0.6666666666666666, 6.819491455787778)
2756: (0.6666666666666666, 8.41104088670673)
2757: (0.3333333333333333, 8.41104088670673)
2758: (0.6666666666666666, 6.819491455787778)
2759: (1.0, 6.819491455787778)
2760: (1.0, 8.41104088670673)
2761: (0.6666666666666666, 8.41104088670673)
2762: (-1.1102230246251565e-16, 6.819491455787778)
