# Root UV coordinates (u, v)
2085: (1.0, 74.986497270092)
2086: (2.0, 70.21184897733514)
2087: (3.0, 70.21184897733514)
2088: (3.0, 74.986497270092)
2089: (2.0, 74.986497270092)
2090: (0.0, 70.21184897733514)
2091: (1.0, 70.21184897733514)
2092: (1.0, 74.986497270092)
2093: (0.0, 74.986497270092)
2094: (1.0, 74.986497270092)
2095: (2.0, 74.986497270092)
2096: (2.0, 79.76114556284887)
2097: (1.0, 79.76114556284887)
2098: (2.0, 74.986497270092)
2099: (3.0, 74.986497270092)
2100: (3.0, 79.76114556284887)
2101: (2.0, 79.76114556284887)
2102: (0.0, 74.986497270092)
2103: (1.0, 74.986497270092)
2104: (1.0, 79.76114556284887)
2105: (0.0, 79.76114556284887)
2106: (0.2500000000000001, 0.9330127018922194)
2107: (1.0, 0.5)
2108: (0.5, 0.5)
2109: (0.24999999999999978, 0.06698729810778076)
2110: (0.2500000000000001, 0.9330127018922194)
2111: (0.5, 0.5)
2112: (1.0, 0.5)
2113: (0.24999999999999978, 0.06698729810778076)
2114: (0.5, 0.5)
2115: (0.5, 0.5)
2116: (0.5, 0.5)
2117: (0.5, 0.5)
2118: (0.5, 0.5)
2119: (0.5, 0.5)
2120: (0.5, 0.5)
2121: (0.5, 0.5)
2122: (0.5, 0.5)
2123: (0.5, 0.5)
2124: (0.5, 0.5)
2125: (0.5, 0.5)
2126: (0.5, 0.5)
2127: (0.5, 0.5)
2128: (0.5, 0.5)
2129: (0.5, 0.5)
2130: (0.5, 0.5)
2131: (0.5, 0.5)
2132: (0.5, 0.5)
2133: (0.5, 0.5)
2134: (0.5, 0.5)
2135: (0.5, 0.5)
2136: (0.3333333333333333, 0.0)
2137: (0.6666666666666666, 0.0)
2138: (0.6666666666666666, 0.5691286955638181)
2139: (0.3333333333333333, 0.5691286955638181)
2140: (0.6666666666666666, 0.0)
2141: (1.0, 0.0)
2142: (1.0, 0.5691286955638181)
2143: (0.6666666666666666, 0.5691286955638181)
2144: (-1.1102230246251565e-16, 0.0)
2145: (0.33333333333333326, 0.0)
2146: (0.33333333333333326, 0.5691286955638181)
2147: (-1.1102230246251565e-16, 0.5691286955638181)
2148: (0.3333333333333333, 0.5691286955638181)
2149: (0.6666666666666666, 0.5691286955638181)
2150: (0.6666666666666666, 1.0787715000424487)
2151: (0.3333333333333333, 1.0787715000424487)
2152: (0.6666666666666666, 0.5691286955638181)
2153: (1.0, 0.5691286955638181)
2154: (1.0, 1.0787715000424487)
2155: (0.6666666666666666, 1.0787715000424487)
2156: (-1.1102230246251565e-16, 0.5691286955638181)
2157: (0.33333333333333326, 0.5691286955638181)
2158: (0.33333333333333326, 1.0787715000424487)
2159: (-1.1102230246251565e-16, 1.0787715000424487)
2160: (0.3333333333333333, 1.0787715000424487)
2161: (0.6666666666666666, 1.0787715000424487)
2162: (0.6666666666666666, 1.8148750349451435)
2163: (0.3333333333333333, 1.8148750349451435)
2164: (0.6666666666666666, 1.0787715000424487)
2165: (1.0, 1.0787715000424487)
2166: (1.0, 1.8148750349451435)
2167: (0.6666666666666666, 1.8148750349451435)
2168: (-1.1102230246251565e-16, 1.0787715000424487)
2169: (0.33333333333333326, 1.0787715000424487)
2170: (0.33333333333333326, 1.8148750349451435)
2171: (-1.1102230246251565e-16, 1.8148750349451435)
2172: (0.3333333333333333, 1.8148750349451435)
2173: (0.6666666666666666, 1.8148750349451435)
2174: (0.6666666666666666, 3.406424465864097)
2175: (0.3333333333333333, 3.406424465864097)
2176: (0.6666666666666666, 1.8148750349451435)
2177: (1.0, 1.8148750349451435)
2178: (1.0, 3.406424465864097)
2179: (0.6666666666666666, 3.406424465864097)
2180: (-1.1102230246251565e-16, 1.8148750349451435)
2181: (0.33333333333333326, 1.8148750349451435)
2182: (0.33333333333333326, 3.406424465864097)
2183: (-1.1102230246251565e-16, 3.406424465864097)
2184: (0.3333333333333333, 3.406424465864097)
2185: (0.6666666666666666, 3.406424465864097)
2186: (0.6666666666666666, 4.99797389678305)
2187: (0.3333333333333333, 4.99797389678305)
2188: (0.6666666666666666, 3.406424465864097)
2189: (1.0, 3.406424465864097)
2190: (1.0, 4.99797389678305)
2191: (0.6666666666666666, 4.99797389678305)
2192: (-1.1102230246251565e-16, 3.406424465864097)
2193: (0.33333333333333326, 3.406424465864097)
2194: (0.33333333333333326, 4.99797389678305)
2195: (-1.1102230246251565e-16, 4.99797389678305)
2196: (0.2500000000000001, 0.9330127018922194)
2197: (1.0, 0.5)
2198: (0.5, 0.5)
2199: (0.24999999999999978, 0.06698729810778076)
2200: (0.2500000000000001, 0.9330127018922194)
2201: (0.5, 0.5)
2202: (1.0, 0.5)
2203: (0.24999999999999978, 0.06698729810778076)
2204: (0.5, 0.5)
2205: (0.5, 0.5)
2206: (0.5, 0.5)
2207: (0.5, 0.5)
2208: (0.5, 0.5)
2209: (0.5, 0.5)
2210: (0.5, 0.5)
2211: (0.5, 0.5)
2212: (0.5, 0.5)
2213: (0.5, 0.5)
2214: (0.3333333333333333, 0.0)
2215: (0.6666666666666666, 0.0)
2216: (0.6666666666666666, 0.6636665087658508)
2217: (0.3333333333333333, 0.6636665087658508)
2218: (0.6666666666666666, 0.0)
2219: (1.0, 0.0)
2220: (1.0, 0.6636665087658508)
2221: (0.6666666666666666, 0.6636665087658508)
2222: (-1.1102230246251565e-16, 0.0)
2223: (0.33333333333333326, 0.0)
2224: (0.33333333333333326, 0.6636665087658508)
2225: (-1.1102230246251565e-16, 0.6636665087658508)
2226: (0.3333333333333333, 0.6636665087658508)
2227: (0.6666666666666666, 0.6636665087658508)
2228: (0.6666666666666666, 1.2636924178166038)
2229: (0.3333333333333333, 1.2636924178166038)
2230: (0.6666666666666666, 0.6636665087658508)
2231: (1.0, 0.6636665087658508)
2232: (1.0, 1.2636924178166038)
2233: (0.6666666666666666, 1.2636924178166038)
2234: (-1.1102230246251565e-16, 0.6636665087658508)
2235: (0.33333333333333326, 0.6636665087658508)
2236: (0.33333333333333326, 1.2636924178166038)
2237: (-1.1102230246251565e-16, 1.2636924178166038)
2238: (0.3333333333333333, 1.2636924178166038)
2239: (0.6666666666666666, 1.2636924178166038)
2240: (0.6666666666666666, 2.0026723912238658)
2241: (0.3333333333333333, 2.0026723912238658)
2242: (0.6666666666666666, 1.2636924178166038)
2243: (1.0, 1.2636924178166038)
2244: (1.0, 2.0026723912238658)
2245: (0.6666666666666666, 2.0026723912238658)
2246: (-1.1102230246251565e-16, 1.2636924178166038)
2247: (0.33333333333333326, 1.2636924178166038)
2248: (0.33333333333333326, 2.0026723912238658)
2249: (-1.1102230246251565e-16, 2.0026723912238658)
2250: (0.3333333333333333, 2.0026723912238658)
2251: (0.6666666666666666, 2.0026723912238658)
2252: (0.6666666666666666, 3.5942218221428197)
2253: (0.3333333333333333, 3.5942218221428197)
2254: (0.6666666666666666, 2.0026723912238658)
2255: (1.0, 2.0026723912238658)
2256: (1.0, 3.5942218221428197)
2257: (0.6666666666666666, 3.5942218221428197)
2258: (-1.1102230246251565e-16, 2.0026723912238658)
2259: (0.33333333333333326, 2.0026723912238658)
2260: (0.33333333333333326, 3.5942218221428197)
2261: (-1.1102230246251565e-16, 3.5942218221428197)
2262: (0.3333333333333333, 3.5942218221428197)
2263: (0.6666666666666666, 3.5942218221428197)
2264: (0.6666666666666666, 5.185771253061773)
2265: (0.3333333333333333, 5.185771253061773)
2266: (0.6666666666666666, 3.5942218221428197)
2267: (1.0, 3.5942218221428197)
2268: (1.0, 5.185771253061773)
2269: (0.6666666666666666, 5.185771253061773)
2270: (-1.1102230246251565e-16, 3.5942218221428197)
2271: (0.33333333333333326, 3.5942218221428197)
2272: (0.33333333333333326, 5.185771253061773)
2273: (-1.1102230246251565e-16, 5.185771253061773)
2274: (0.2500000000000001, 0.9330127018922194)
2275: (1.0, 0.5)
2276: (0.5, 0.5)
2277: (0.24999999999999978, 0.06698729810778076)
2278: (0.2500000000000001, 0.9330127018922194)
2279: (0.5, 0.5)
2280: (1.0, 0.5)
2281: (0.24999999999999978, 0.06698729810778076)
2282: (0.5, 0.5)
2283: (0.5, 0.5)
2284: (0.5, 0.5)
2285: (0.5, 0.5)
2286: (0.5, 0.5)
2287: (0.5, 0.5)
2288: (0.5, 0.5)
2289: (0.5, 0.5)
2290: (0.5, 0.5)
2291: (0.5, 0.5)
2292: (0.3333333333333333, 0.0)
2293: (0.6666666666666666, 0.0)
2294: (0.6666666666666666, 0.6545304290799391)
2295: (0.3333333333333333, 0.6545304290799391)
2296: (0.6666666666666666, 0.0)
2297: (1.0, 0.0)
2298: (1.0, 0.6545304290799391)
2299: (0.6666666666666666, 0.6545304290799391)
2300: (-1.1102230246251565e-16, 0.0)
2301: (0.33333333333333326, 0.0)
2302: (0.33333333333333326, 0.6545304290799391)
2303: (-1.1102230246251565e-16, 0.6545304290799391)
2304: (0.3333333333333333, 0.6545304290799391)
2305: (0.6666666666666666, 0.6545304290799391)
2306: (0.6666666666666666, 1.206054498763944)
2307: (0.3333333333333333, 1.206054498763944)
2308: (0.6666666666666666, 0.6545304290799391)
2309: (1.0, 0.6545304290799391)
2310: (1.0, 1.206054498763944)
2311: (0.6666666666666666, 1.206054498763944)
2312: (-1.1102230246251565e-16, 0.6545304290799391)
2313: (0.33333333333333326, 0.6545304290799391)
2314: (0.33333333333333326, 1.206054498763944)
2315: (-1.1102230246251565e-16, 1.206054498763944)
2316: (0.3333333333333333, 1.206054498763944)
2317: (0.6666666666666666, 1.206054498763944)
2318: (0.6666666666666666, 1.9458333813297244)
2319: (0.3333333333333333, 1.9458333813297244)
2320: (0.6666666666666666, 1.206054498763944)
2321: (1.0, 1.206054498763944)
2322: (1.0, 1.9458333813297244)
2323: (0.6666666666666666, 1.9458333813297244)
2324: (-1.1102230246251565e-16, 1.206054498763944)
2325: (0.33333333333333326, 1.206054498763944)
2326: (0.33333333333333326, 1.9458333813297244)
2327: (-1.1102230246251565e-16, 1.9458333813297244)
2328: (0.3333333333333333, 1.9458333813297244)
2329: (0.6666666666666666, 1.9458333813297244)
2330: (0.6666666666666666, 3.537382812248679)
2331: (0.3333333333333333, 3.537382812248679)
2332: (0.6666666666666666, 1.9458333813297244)
2333: (1.0, 1.9458333813297244)
2334: (1.0, 3.537382812248679)
2335: (0.6666666666666666, 3.537382812248679)
2336: (-1.1102230246251565e-16, 1.9458333813297244)
2337: (0.33333333333333326, 1.9458333813297244)
2338: (0.33333333333333326, 3.537382812248679)
2339: (-1.1102230246251565e-16, 3.537382812248679)
2340: (0.3333333333333333, 3.537382812248679)
2341: (0.6666666666666666, 3.537382812248679)
2342: (0.6666666666666666, 5.128932243167631)
2343: (0.3333333333333333, 5.128932243167631)
2344: (0.6666666666666666, 3.537382812248679)
2345: (1.0, 3.537382812248679)
2346: (1.0, 5.128932243167631)
2347: (0.6666666666666666, 5.128932243167631)
2348: (-1.1102230246251565e-16, 3.537382812248679)
2349: (0.33333333333333326, 3.537382812248679)
2350: (0.33333333333333326, 5.128932243167631)
2351: (-1.1102230246251565e-16, 5.128932243167631)
2352: (0.3333333333333333, 5.128932243167631)
2353: (0.6666666666666666, 5.128932243167631)
2354: (0.6666666666666666, 6.720481674086582)
2355: (0.3333333333333333, 6.720481674086582)
2356: (0.6666666666666666, 5.128932243167631)
2357: (1.0, 5.128932243167631)
2358: (1.0, 6.720481674086582)
2359: (0.6666666666666666, 6.720481674086582)
2360: (-1.1102230246251565e-16, 5.128932243167631)
2361: (0.33333333333333326, 5.128932243167631)
2362: (0.33333333333333326, 6.720481674086582)
2363: (-1.1102230246251565e-16, 6.720481674086582)
2364: (0.2500000000000001, 0.9330127018922194)
2365: (1.0, 0.5)
2366: (0.5, 0.5)
2367: (0.24999999999999978, 0.06698729810778076)
2368: (0.2500000000000001, 0.9330127018922194)
2369: (0.5, 0.5)
2370: (1.0, 0.5)
2371: (0.24999999999999978, 0.06698729810778076)
2372: (0.5, 0.5)
2373: (0.5, 0.5)
2374: (0.5, 0.5)
2375: (0.5, 0.5)
2376: (0.5, 0.5)
2377: (0.5, 0.5)
2378: (0.5, 0.5)
2379: (0.5, 0.5)
2380: (0.5, 0.5)
2381: (0.5, 0.5)
2382: (0.3333333333333333, 0.0)
2383: (0.6666666666666666, 0.0)
2384: (0.6666666666666666, 0.6891847052284075)
2385: (0.3333333333333333, 0.6891847052284075)
2386: (0.6666666666666666, 0.0)
2387: (1.0, 0.0)
2388: (1.0, 0.6891847052284075)
2389: (0.6666666666666666, 0.6891847052284075)
2390: (-1.1102230246251565e-16, 0.0)
2391: (0.33333333333333326, 0.0)
2392: (0.33333333333333326, 0.6891847052284075)
2393: (-1.1102230246251565e-16, 0.6891847052284075)
2394: (0.3333333333333333, 0.6891847052284075)
2395: (0.6666666666666666, 0.6891847052284075)
2396: (0.6666666666666666, 1.169395827912548)
2397: (0.3333333333333333, 1.169395827912548)
2398: (0.6666666666666666, 0.6891847052284075)
2399: (1.0, 0.6891847052284075)
2400: (1.0, 1.169395827912548)
2401: (0.6666666666666666, 1.169395827912548)
2402: (-1.1102230246251565e-16, 0.6891847052284075)
2403: (0.33333333333333326, 0.6891847052284075)
2404: (0.33333333333333326, 1.169395827912548)
2405: (-1.1102230246251565e-16, 1.169395827912548)
2406: (0.3333333333333333, 1.169395827912548)
2407: (0.6666666666666666, 1.169395827912548)
2408: (0.6666666666666666, 1.9651705433720255)
2409: (0.3333333333333333, 1.9651705433720255)
2410: (0.6666666666666666, 1.169395827912548)
2411: (1.0, 1.169395827912548)
2412: (1.0, 1.9651705433720255)
2413: (0.6666666666666666, 1.9651705433720255)
2414: (-1.1102230246251565e-16, 1.169395827912548)
2415: (0.33333333333333326, 1.169395827912548)
2416: (0.33333333333333326, 1.9651705433720255)
2417: (-1.1102230246251565e-16, 1.9651705433720255)
2418: (0.2500000000000001, 0.9330127018922194)
2419: (1.0, 0.5)
2420: (0.5, 0.5)
2421: (0.24999999999999978, 0.06698729810778076)
2422: (0.2500000000000001, 0.9330127018922194)
2423: (0.5, 0.5)
2424: (1.0, 0.5)
2425: (0.24999999999999978, 0.06698729810778076)
2426: (0.5, 0.5)
2427: (0.5, 0.5)
2428: (0.5, 0.5)
2429: (0.5, 0.5)
2430: (0.3333333333333333, 0.0)
2431: (0.6666666666666666, 0.0)
2432: (0.6666666666666666, 0.609728330416133)
2433: (0.3333333333333333, 0.609728330416133)
2434: (0.6666666666666666, 0.0)
2435: (1.0, 0.0)
2436: (1.0, 0.609728330416133)
2437: (0.6666666666666666, 0.609728330416133)
2438: (-1.1102230246251565e-16, 0.0)
2439: (0.33333333333333326, 0.0)
2440: (0.33333333333333326, 0.609728330416133)
2441: (-1.1102230246251565e-16, 0.609728330416133)
2442: (0.3333333333333333, 0.609728330416133)
2443: (0.6666666666666666, 0.609728330416133)
2444: (0.6666666666666666, 1.0545744984394436)
2445: (0.3333333333333333, 1.0545744984394436)
2446: (0.6666666666666666, 0.609728330416133)
2447: (1.0, 0.609728330416133)
2448: (1.0, 1.0545744984394436)
2449: (0.6666666666666666, 1.0545744984394436)
2450: (-1.1102230246251565e-16, 0.609728330416133)
2451: (0.33333333333333326, 0.609728330416133)
2452: (0.33333333333333326, 1.0545744984394436)
2453: (-1.1102230246251565e-16, 1.0545744984394436)
2454: (0.3333333333333333, 1.0545744984394436)
2455: (0.6666666666666666, 1.0545744984394436)
2456: (0.6666666666666666, 1.8498444054413103)
2457: (0.3333333333333333, 1.8498444054413103)
2458: (0.6666666666666666, 1.0545744984394436)
2459: (1.0, 1.0545744984394436)
2460: (1.0, 1.8498444054413103)
2461: (0.6666666666666666, 1.8498444054413103)
2462: (-1.1102230246251565e-16, 1.0545744984394436)
2463: (0.33333333333333326, 1.0545744984394436)
2464: (0.33333333333333326, 1.8498444054413103)
2465: (-1.1102230246251565e-16, 1.8498444054413103)
2466: (0.3333333333333333, 1.8498444054413103)
2467: (0.6666666666666666, 1.8498444054413103)
2468: (0.6666666666666666, 3.4413938363602634)
2469: (0.3333333333333333, 3.4413938363602634)
2470: (0.6666666666666666, 1.8498444054413103)
2471: (1.0, 1.8498444054413103)
2472: (1.0, 3.4413938363602634)
2473: (0.6666666666666666, 3.4413938363602634)
2474: (-1.1102230246251565e-16, 1.8498444054413103)
2475: (0.33333333333333326, 1.8498444054413103)
2476: (0.33333333333333326, 3.4413938363602634)
2477: (-1.1102230246251565e-16, 3.4413938363602634)
2478: (0.3333333333333333, 3.4413938363602634)
2479: (0.6666666666666666, 3.4413938363602634)
2480: (0.6666666666666666, 5.032943267279217)
2481: (0.3333333333333333, 5.032943267279217)
2482: (0.6666666666666666, 3.4413938363602634)
2483: (1.0, 3.4413938363602634)
2484: (1.0, 5.032943267279217)
2485: (0.6666666666666666, 5.032943267279217)
2486: (-1.1102230246251565e-16, 3.4413938363602634)
2487: (0.33333333333333326, 3.4413938363602634)
2488: (0.33333333333333326, 5.032943267279217)
2489: (-1.1102230246251565e-16, 5.032943267279217)
2490: (0.3333333333333333, 5.032943267279217)
2491: (0.6666666666666666, 5.032943267279217)
2492: (0.6666666666666666, 6.624492698198171)
2493: (0.3333333333333333, 6.624492698198171)
2494: (0.6666666666666666, 5.032943267279217)
2495: (1.0, 5.032943267279217)
2496: (1.0, 6.624492698198171)
2497: (0.6666666666666666, 6.624492698198171)
2498: (-1.1102230246251565e-16, 5.032943267279217)
2499: (0.33333333333333326, 5.032943267279217)
2500: (0.33333333333333326, 6.624492698198171)
2501: (-1.1102230246251565e-16, 6.624492698198171)
2502: (0.3333333333333333, 6.624492698198171)
2503: (0.6666666666666666, 6.624492698198171)
2504: (0.6666666666666666, 8.216042129117126)
2505: (0.3333333333333333, 8.216042129117126)
2506: (0.6666666666666666, 6.624492698198171)
2507: (1.0, 6.624492698198171)
2508: (1.0, 8.216042129117126)
2509: (0.6666666666666666, 8.216042129117126)
2510: (-1.1102230246251565e-16, 6.624492698198171)
2511: (0.33333333333333326, 6.624492698198171)
2512: (0.33333333333333326, 8.216042129117126)
2513: (-1.1102230246251565e-16, 8.216042129117126)
2514: (0.2500000000000001, 0.9330127018922194)
2515: (1.0, 0.5)
2516: (0.5, 0.5)
2517: (0.24999999999999978, 0.06698729810778076)
2518: (0.2500000000000001, 0.9330127018922194)
2519: (0.5, 0.5)
2520: (1.0, 0.5)
2521: (0.24999999999999978, 0.06698729810778076)
2522: (0.5, 0.5)
2523: (0.5, 0.5)
2524: (0.5, 0.5)
2525: (0.5, 0.5)
2526: (0.5, 0.5)
2527: (0.5, 0.5)
2528: (0.5, 0.5)
2529: (0.5, 0.5)
2530: (0.5, 0.5)
2531: (0.5, 0.5)
2532: (0.5, 0.5)
2533: (0.5, 0.5)
2534: (0.5, 0.5)
2535: (0.3333333333333333, 0.0)
2536: (0.6666666666666666, 0.0)
2537: (0.6666666666666666, 0.7029599305768497)
2538: (0.3333333333333333, 0.7029599305768497)
2539: (0.6666666666666666, 0.0)
2540: (1.0, 0.0)
2541: (1.0, 0.7029599305768497)
2542: (0.6666666666666666, 0.7029599305768497)
2543: (-1.1102230246251565e-16, 0.0)
2544: (0.33333333333333326, 0.0)
2545: (0.33333333333333326, 0.7029599305768497)
2546: (-1.1102230246251565e-16, 0.7029599305768497)
2547: (0.3333333333333333, 0.7029599305768497)
2548: (0.6666666666666666, 0.7029599305768497)
2549: (0.6666666666666666, 1.1897813465411702)
2550: (0.3333333333333333, 1.1897813465411702)
2551: (0.6666666666666666, 0.7029599305768497)
2552: (1.0, 0.7029599305768497)
2553: (1.0, 1.1897813465411702)
2554: (0.6666666666666666, 1.1897813465411702)
2555: (-1.1102230246251565e-16, 0.7029599305768497)
2556: (0.33333333333333326, 0.7029599305768497)
2557: (0.33333333333333326, 1.1897813465411702)
2558: (-1.1102230246251565e-16, 1.1897813465411702)
2559: (0.3333333333333333, 1.1897813465411702)
2560: (0.6666666666666666, 1.1897813465411702)
2561: (0.6666666666666666, 1.985556062000648)
2562: (0.3333333333333333, 1.985556062000648)
2563: (0.6666666666666666, 1.1897813465411702)
2564: (1.0, 1.1897813465411702)
2565: (1.0, 1.985556062000648)
2566: (0.6666666666666666, 1.985556062000648)
2567: (-1.1102230246251565e-16, 1.1897813465411702)
2568: (0.33333333333333326, 1.1897813465411702)
2569: (0.33333333333333326, 1.985556062000648)
2570: (-1.1102230246251565e-16, 1.985556062000648)
2571: (0.2500000000000001, 0.9330127018922194)
2572: (1.0, 0.5)
2573: (0.5, 0.5)
2574: (0.24999999999999978, 0.06698729810778076)
2575: (0.2500000000000001, 0.9330127018922194)
2576: (0.5, 0.5)
2577: (1.0, 0.5)
2578: (0.24999999999999978, 0.06698729810778076)
2579: (0.5, 0.5)
2580: (0.5, 0.5)
2581: (0.5, 0.5)
2582: (0.5, 0.5)
2583: (0.5, 0.0)
2584: (0.75, 0.0)
2585: (0.5454545454545454, 25.522605389124017)
2586: (0.2727272727272727, 25.522605389124017)
2587: (0.75, 0.0)
2588: (1.0, 0.0)
2589: (0.8181818181818181, 25.522605389124017)
2590: (0.5454545454545454, 25.522605389124017)
2591: (1.0, 0.0)
2592: (1.25, 0.0)
2593: (1.0909090909090908, 25.522605389124017)
2594: (0.8181818181818181, 25.522605389124017)
2595: (1.25, 0.0)
2596: (1.5, 0.0)
2597: (1.3636363636363638, 25.522605389124017)
2598: (1.0909090909090908, 25.522605389124017)
2599: (1.5, 0.0)
2600: (1.7499999999999998, 0.0)
2601: (1.6363636363636362, 25.522605389124017)
2602: (1.3636363636363638, 25.522605389124017)
2603: (1.7499999999999998, 0.0)
2604: (2.0, 0.0)
2605: (1.9090909090909092, 25.522605389124017)
2606: (1.6363636363636362, 25.522605389124017)
2607: (2.0, 0.0)
2608: (2.25, 0.0)
2609: (2.1818181818181817, 25.522605389124017)
2610: (1.9090909090909092, 25.522605389124017)
2611: (2.25, 0.0)
2612: (2.5, 0.0)
2613: (2.4545454545454546, 25.522605389124017)
2614: (2.1818181818181817, 25.522605389124017)
2615: (2.5, 0.0)
2616: (2.75, 0.0)
2617: (2.7272727272727275, 25.522605389124017)
2618: (2.4545454545454546, 25.522605389124017)
2619: (2.75, 0.0)
2620: (3.0, 0.0)
2621: (3.0, 25.522605389124017)
2622: (2.7272727272727275, 25.522605389124017)
2623: (0.25, 0.0)
2624: (0.5, 0.0)
2625: (0.2727272727272725, 25.522605389124017)
2626: (0.0, 25.522605389124017)
2627: (0.0, 0.0)
2628: (0.25, 0.0)
2629: (0.0, 25.522605389124017)
2630: (0.5454545454545454, 25.522605389124017)
2631: (0.8181818181818181, 25.522605389124017)
2632: (0.6000000000000001, 30.01936509127979)
2633: (0.30000000000000004, 30.01936509127979)
2634: (0.8181818181818181, 25.522605389124017)
2635: (1.0909090909090908, 25.522605389124017)
2636: (0.9000000000000001, 30.01936509127979)
2637: (0.6000000000000001, 30.01936509127979)
2638: (1.0909090909090908, 25.522605389124017)
2639: (1.3636363636363638, 25.522605389124017)
2640: (1.2000000000000002, 30.01936509127979)
2641: (0.9000000000000001, 30.01936509127979)
2642: (1.3636363636363638, 25.522605389124017)
2643: (1.6363636363636362, 25.522605389124017)
2644: (1.5, 30.01936509127979)
2645: (1.2000000000000002, 30.01936509127979)
2646: (1.6363636363636362, 25.522605389124017)
2647: (1.9090909090909092, 25.522605389124017)
2648: (1.8000000000000003, 30.01936509127979)
2649: (1.5, 30.01936509127979)
2650: (1.9090909090909092, 25.522605389124017)
2651: (2.1818181818181817, 25.522605389124017)
2652: (2.1, 30.01936509127979)
2653: (1.8000000000000003, 30.01936509127979)
2654: (2.1818181818181817, 25.522605389124017)
2655: (2.4545454545454546, 25.522605389124017)
2656: (2.4000000000000004, 30.01936509127979)
2657: (2.1, 30.01936509127979)
2658: (2.4545454545454546, 25.522605389124017)
2659: (2.7272727272727275, 25.522605389124017)
2660: (2.7, 30.01936509127979)
2661: (2.4000000000000004, 30.01936509127979)
2662: (2.7272727272727275, 25.522605389124017)
2663: (3.0, 25.522605389124017)
2664: (3.0, 30.01936509127979)
2665: (2.7, 30.01936509127979)
2666: (0.2727272727272725, 25.522605389124017)
2667: (0.545454545454545, 25.522605389124017)
2668: (0.2999999999999998, 30.01936509127979)
2669: (0.0, 30.01936509127979)
2670: (-4.440892098500626e-16, 25.522605389124017)
2671: (0.2727272727272725, 25.522605389124017)
2672: (0.0, 30.01936509127979)
2673: (0.6000000000000001, 30.01936509127979)
2674: (0.9000000000000001, 30.01936509127979)
2675: (0.6666666666666666, 30.923333559670837)
2676: (0.3333333333333333, 30.923333559670837)
2677: (0.9000000000000001, 30.01936509127979)
2678: (1.2000000000000002, 30.01936509127979)
2679: (1.0, 30.923333559670837)
2680: (0.6666666666666666, 30.923333559670837)
2681: (1.2000000000000002, 30.01936509127979)
2682: (1.5, 30.01936509127979)
2683: (1.3333333333333333, 30.923333559670837)
2684: (1.0, 30.923333559670837)
2685: (1.5, 30.01936509127979)
2686: (1.8000000000000003, 30.01936509127979)
2687: (1.6666666666666667, 30.923333559670837)
2688: (1.3333333333333333, 30.923333559670837)
2689: (1.8000000000000003, 30.01936509127979)
2690: (2.1, 30.01936509127979)
2691: (2.0, 30.923333559670837)
2692: (1.6666666666666667, 30.923333559670837)
2693: (2.1, 30.01936509127979)
2694: (2.4000000000000004, 30.01936509127979)
2695: (2.333333333333333, 30.923333559670837)
2696: (2.0, 30.923333559670837)
2697: (2.4000000000000004, 30.01936509127979)
2698: (2.7, 30.01936509127979)
2699: (2.6666666666666665, 30.923333559670837)
2700: (2.333333333333333, 30.923333559670837)
2701: (2.7, 30.01936509127979)
2702: (3.0, 30.01936509127979)
2703: (3.0, 30.923333559670837)
2704: (2.6666666666666665, 30.923333559670837)
2705: (0.2999999999999998, 30.01936509127979)
2706: (0.5999999999999996, 30.01936509127979)
2707: (0.3333333333333335, 30.923333559670837)
2708: (0.0, 30.923333559670837)
2709: (0.0, 30.01936509127979)
2710: (0.2999999999999998, 30.01936509127979)
2711: (0.0, 30.923333559670837)
2712: (0.6666666666666666, 30.923333559670837)
2713: (1.0, 30.923333559670837)
2714: (0.75, 35.6979818524277)
2715: (0.375, 35.6979818524277)
2716: (1.0, 30.923333559670837)
2717: (1.3333333333333333, 30.923333559670837)
2718: (1.125, 35.6979818524277)
2719: (0.75, 35.6979818524277)
2720: (1.3333333333333333, 30.923333559670837)
2721: (1.6666666666666667, 30.923333559670837)
2722: (1.5, 35.6979818524277)
2723: (1.125, 35.6979818524277)
2724: (1.6666666666666667, 30.923333559670837)
2725: (2.0, 30.923333559670837)
2726: (1.875, 35.6979818524277)
2727: (1.5, 35.6979818524277)
2728: (2.0, 30.923333559670837)
2729: (2.333333333333333, 30.923333559670837)
2730: (2.25, 35.6979818524277)
2731: (1.875, 35.6979818524277)
2732: (2.333333333333333, 30.923333559670837)
2733: (2.6666666666666665, 30.923333559670837)
2734: (2.625, 35.6979818524277)
2735: (2.25, 35.6979818524277)
2736: (2.6666666666666665, 30.923333559670837)
2737: (3.0, 30.923333559670837)
2738: (3.0, 35.6979818524277)
2739: (2.625, 35.6979818524277)
2740: (0.3333333333333335, 30.923333559670837)
2741: (0.666666666666667, 30.923333559670837)
2742: (0.375, 35.6979818524277)
2743: (0.0, 35.6979818524277)
2744: (0.0, 30.923333559670837)
2745: (0.3333333333333335, 30.923333559670837)
2746: (0.0, 35.6979818524277)
2747: (0.75, 35.6979818524277)
2748: (1.125, 35.6979818524277)
2749: (0.8571428571428571, 40.47263014518456)
2750: (0.42857142857142855, 40.47263014518456)
2751: (1.125, 35.6979818524277)
2752: (1.5, 35.6979818524277)
2753: (1.2857142857142856, 40.47263014518456)
2754: (0.8571428571428571, 40.47263014518456)
2755: (1.5, 35.6979818524277)
2756: (1.875, 35.6979818524277)
2757: (1.7142857142857142, 40.47263014518456)
